Word	Frequency	Diversity	Clusters	Synsets
po	7	0.23094125029040535	2	4
instalment	7	0.1603531727177652	3	3
publican	7	0.2041446731323965	2	1
paradise	7	0.19490909840132575	3	2
violet	7	0.2549526463331199	2	3
lin	7	0.31916232303594355	2	1
donor	7	0.1736576293596603	2	2
butterfly	7	0.19161555265203511	3	5
conversely	7	0.20930106053562364	2	1
superintendent	7	0.1768290216178651	3	2
enquiry	7	0.151789918791277	3	3
entrant	7	0.1546326184410433	3	4
prig	7	0.2221018722357911	3	1
hop	7	0.16934381812659605	3	9
garage	7	0.20250036894705478	2	3
toy	7	0.1930677996300883	4	8
bonn	7	0.14647492739257473	3	1
reassure	7	0.22937772610049098	3	2
laws	7	0.15555663923295684	3	8
delegation	7	0.21082832139576452	3	2
campus	7	0.1952696694600637	4	1
mandela	7	0.09051143189303908	3	1
impartiality	7	0.13117099737889645	4	1
translation	7	0.1503723079592729	3	7
diagram	7	0.17181995516271684	4	2
compliance	7	0.17124993832155644	4	3
supper	7	0.14669949892246073	4	2
lime	7	0.2193542499788857	4	8
required	7	0.21788417574426955	4	6
emperor	7	0.14995190034840444	2	4
tide	7	0.1743491708071377	3	6
therapist	7	0.09742453860465257	3	1
explanatory	7	0.15180521462782856	3	1
recorder	7	0.15884659862133738	3	4
refresh	7	0.2077085397046036	4	4
preliminary	7	0.230665845712312	2	3
participate	7	0.20600729847068416	2	2
toolbox	7	0.15077263166769833	3	1
slab	7	0.163219363768729	4	1
badge	7	0.15110331331714483	4	3
panama	7	0.21372083420741234	3	2
outlet	7	0.19588338839938801	3	4
rider	7	0.21368937170200272	4	4
byte	7	0.0846959582623424	2	1
hungary	7	0.1922194987100981	3	1
fool	7	0.1455713452557806	3	7
necessitate	7	0.15156056013836633	3	2
anniversary	7	0.1526488002847885	3	1
privatised	7	0.1284539368876982	3	1
goldsmith	7	0.17911459772153634	3	2
senate	7	0.14681042728056276	4	2
knight	7	0.19336066049118297	3	3
gaelic	7	0.16997133450166713	3	2
torture	7	0.16044113105984106	3	7
cox	7	0.22129138620531957	2	3
hindu	7	0.12516867633966267	4	3
pact	7	0.13470452982650477	3	1
detector	7	0.11005577118094416	2	3
homeless	7	0.20223521193020666	2	4
decided	6	0.2289186611353361	2	5
patronage	6	0.20854594262051426	3	7
illustration	6	0.14538848138200988	2	4
sphere	6	0.15624658384416237	3	7
coercive	6	0.17917659066899586	3	1
theology	6	0.13273804537469544	2	3
regain	6	0.22149829710362978	3	2
approve	6	0.14935466795071256	2	2
officially	6	0.25659828857872363	2	2
intent	6	0.19063581005869565	2	3
panic	6	0.14558278348636144	2	4
bible	6	0.20572213480113563	2	2
scrutiny	6	0.15413146063136923	3	2
tentative	6	0.2826871618533892	2	2
entrepreneurial	6	0.20768464322319755	2	2
articulate	6	0.20278425371033157	4	7
coherent	6	0.19767518964362688	3	4
bent	6	0.2563933710428496	2	13
drunk	6	0.17408624223765382	3	9
cluster	6	0.19930192818631512	3	3
torch	6	0.19136785575298307	3	5
scepticism	6	0.11943063481417687	2	1
testimony	6	0.15506336052086564	3	3
proprietor	6	0.2135789091386107	3	1
materialist	6	0.1324698610300058	3	2
stimuli	6	0.0998885462887411	2	1
host	6	0.28325225986452013	2	11
cognisance	6	0.15147364191634802	2	1
scissor	6	0.1200192077240863	3	1
women	6	0.23401355824045758	3	4
slam	6	0.22970685434972707	1	8
smart	6	0.2514529827996963	3	9
cask	6	0.1262656489707554	2	2
keg	6	0.11986007559321206	2	2
superb	6	0.25159161016282244	2	2
landowner	6	0.2054187224062266	1	1
placing	6	0.23198301056167572	2	16
wilderness	6	0.1961197796543097	3	4
forth	6	0.1590553836245331	3	4
preface	6	0.17852220073110234	3	2
density	6	0.14729213540881228	3	2
breakdown	6	0.19113318552076852	2	4
auden	6	0.09594938368395932	2	1
saussure	6	0.08661844124152072	4	1
lively	6	0.23993473800733156	2	6
humanistic	6	0.13783369187409727	3	4
implicit	6	0.19107869535261712	3	2
unconscious	6	0.19397349239831282	2	4
ponder	6	0.1724008484545391	3	1
ambiguity	6	0.13451930566437256	2	2
disagreement	6	0.10081436300668624	2	3
treasure	6	0.1974024407092189	3	6
expressiveness	6	0.13997706583415903	2	1
associations	6	0.21765762644231113	4	8
plausible	6	0.21761695634905998	3	2
biographer	6	0.1455003597315989	3	1
noel	6	0.20316294879960597	3	1
initiate	6	0.30930035316484156	2	8
splash	6	0.18329579506025792	3	13
manoeuvre	6	0.188866288316934	2	8
halt	6	0.18900586775849285	3	8
excite	6	0.23725941913907286	1	8
avenge	6	0.22244007417192588	4	1
churchill	6	0.1935511943659106	3	3
viable	6	0.16765233422821568	3	2
vervet	6	0.08548430977816039	2	1
protective	6	0.20740176379027941	2	3
harassment	6	0.15195231367594966	3	2
uncertain	6	0.20096559454959181	3	7
stroke	6	0.1924984691612149	2	16
goose	6	0.14651471226453897	2	6
mini	6	0.23654704556944592	3	2
energetic	6	0.2191436374244383	2	2
crack	6	0.21785619304195716	3	24
presume	6	0.22285865093032878	2	4
committed	6	0.2607903472953455	2	8
ironic	6	0.16575048297461595	2	2
importantly	6	0.18985721596674576	2	2
reminiscent	6	0.13761189509941232	2	1
unacceptable	6	0.1731438562308775	3	4
tactical	6	0.2256222216293097	2	1
libel	6	0.10951834363695216	2	3
stunt	6	0.23800046904620453	3	4
poise	6	0.26175515557703355	3	7
nut	6	0.2090884413160905	3	8
derby	6	0.24056629172748953	3	1
bristol	6	0.25270997748692897	3	1
pig	6	0.1329349665544388	3	9
disease	6	0.14990174687654512	3	1
leo	6	0.20877609206183415	3	3
ambition	6	0.1873343582263047	1	3
endure	6	0.18871178966758162	2	7
ruthless	6	0.1914914100562135	1	1
retire	6	0.16919813721127572	2	11
vigour	6	0.13972932825952966	1	3
discredit	6	0.19851207269815443	3	4
hollywood	6	0.24971452424262938	3	5
automatically	6	0.28082654292334164	2	2
infection	6	0.15956161539387523	2	7
emotive	6	0.1966980718108505	3	1
sovereignty	6	0.137668300270911	4	3
destiny	6	0.2198881576250461	2	3
ridley	6	0.16020764587756722	3	1
specify	6	0.2617901598392642	3	7
angolan	6	0.17965344473718817	3	2
angola	6	0.16680545822754397	2	1
regardless	6	0.1615404170879129	3	2
sociology	6	0.19480851514906075	3	1
detrimental	6	0.18589322875982028	2	1
heap	6	0.22361220884358965	3	6
barrage	6	0.21355668197777392	2	3
lonely	6	0.20789363291455823	2	4
uncertainty	6	0.13673143542755592	3	2
glare	6	0.14740602599144484	3	6
thatcherite	6	0.2558276552434824	2	1
fisher	6	0.19755576732811342	2	2
rouse	6	0.2541574831414832	3	4
pursuit	6	0.1742347768896697	3	4
conformity	6	0.13118227768738855	3	5
puzzle	6	0.20268578460087058	2	4
durability	6	0.19339210656845127	2	1
clue	6	0.10201984742680525	3	3
savage	6	0.26909274523340826	3	8
jungle	6	0.18997954289216964	3	3
complicate	6	0.13540273372429434	3	2
intrinsic	6	0.19686657992389311	3	2
fragment	6	0.24476854140024584	3	4
dilemma	6	0.17179845777216066	2	1
fatal	6	0.20910065153904375	2	4
individuality	6	0.1475322258925524	3	2
ideally	6	0.22869135431828835	3	1
household	6	0.2656455825166747	2	1
taxpayer	6	0.14158338049933067	4	1
relentless	6	0.24942168234273465	2	2
steadily	6	0.2269668466279365	3	2
commentator	6	0.19885101245903658	2	2
secrecy	6	0.16244823941773348	3	2
ascent	6	0.15048331657852754	2	3
clarify	6	0.19312926963131086	2	2
forefront	6	0.1782341402990539	3	2
revelation	6	0.20745847755008548	4	4
operational	6	0.2164088612387418	3	4
miner	6	0.1440222661821059	3	1
evade	6	0.20257411558707028	3	4
opening	6	0.21084554021021576	3	25
whirl	6	0.18488995883820047	3	9
freely	6	0.2701672593449491	2	1
candle	6	0.08642206022450026	3	3
heather	6	0.15024543787558348	4	2
dyke	6	0.16695722674074606	3	3
tyranny	6	0.14543040565107815	3	2
char	6	0.3256314261895483	2	5
dense	6	0.2284903149573091	4	4
sandy	6	0.25542272063416543	3	2
labourer	6	0.1312912480252476	2	1
slave	6	0.16158608170573338	3	4
fetter	6	0.17726174686002652	3	2
mighty	6	0.2204827178069874	3	2
frankly	6	0.24521044682141857	2	1
sane	6	0.1995560404267407	3	2
exhaustion	6	0.1220718365331916	2	3
fuck	6	0.161962813727966	2	2
whisky	6	0.18895820293817778	3	1
patience	6	0.16480458738790751	4	2
inspect	6	0.20255937824723425	2	3
olive	6	0.18200213662225492	3	6
crouch	6	0.23168488279261346	2	3
fitness	6	0.21331095190949104	3	4
inwards	6	0.09201695228007782	2	2
martial	6	0.1630478536052838	3	4
lat	6	0.13075276308125958	3	1
thickness	6	0.13914405747540903	3	4
woodworker	6	0.198092427081365	2	1
hazard	6	0.18134018542884367	2	6
steer	6	0.2828469243935536	3	5
frivolous	6	0.174570986730571	3	1
tchaikovsky	6	0.1500116037424731	3	1
shorter	6	0.14975257097397646	3	11
fonteyn	6	0.08443646915334807	3	1
aurora	6	0.18993782109799354	3	3
holding	6	0.30302008197158586	3	38
pirouette	6	0.15778025374427604	2	2
grace	6	0.2229427614986935	3	9
poignant	6	0.1924024272261279	2	2
dancing	6	0.14169626517326156	3	4
veil	6	0.2002206381007771	3	6
eccentric	6	0.21391157999103272	2	4
5th	6	0.287880941036089	4	1
basil	6	0.2021496087464171	2	3
frieze	6	0.21377274879504973	2	2
princess	6	0.15966849709027983	2	1
ankle	6	0.13605518482930315	3	1
barrie	6	0.17429937474203336	3	1
stout	6	0.30196935067544567	2	5
lease	6	0.18047852222955965	2	7
spotlight	6	0.24126717538398368	2	4
chap	6	0.18023969364479256	3	5
terror	6	0.19123168570323182	3	4
uncle	6	0.17586194963038404	3	2
invaluable	6	0.20198741415449684	2	1
gaze	6	0.1929383362248811	4	2
warner	6	0.1608280314449825	3	2
czechoslovak	6	0.22342024759628898	2	1
cerebral	6	0.10773010071542459	3	2
correlate	6	0.1529122323050262	2	4
typewrite	6	0.15343101744589538	4	1
guerrilla	6	0.19117079659383732	2	1
hysterical	6	0.2300872647784973	3	2
broken	6	0.21005456568409844	2	72
insult	6	0.18704405682206135	2	3
compass	6	0.20219621023429893	4	7
colourful	6	0.22607576615124833	4	2
ft	6	0.23289147531911095	3	1
cargo	6	0.19715338077614575	3	1
accustom	6	0.14757546214580752	2	1
robinson	6	0.2543560414664438	3	7
singer	6	0.2222934597510582	3	3
rust	6	0.18544127139014974	3	8
operations	6	0.1980308322960426	2	12
duration	6	0.1968799203237337	3	3
calculation	6	0.20337153035094788	3	3
inclusion	6	0.19945363770923655	3	4
pol	6	0.18636669435490838	3	1
prop	6	0.3307361588136207	2	4
fortnight	6	0.17506084487929371	3	1
concede	6	0.20784180495490756	2	4
brand	6	0.24814885776341658	2	10
canadian	6	0.27034931029878556	2	3
missionary	6	0.20591212283882201	3	3
helicopter	6	0.1794447140696691	3	1
enthusiastically	6	0.1552417651306019	3	2
dramatist	6	0.07245425321441999	3	1
rebuild	6	0.24744185243954334	3	1
advent	6	0.0969263702301021	3	3
visionary	6	0.20268332982293277	3	3
tudor	6	0.15590291078698695	3	4
ravage	6	0.181091245556145	2	3
children	6	0.22544769362876452	2	4
rite	6	0.0947383469370905	3	2
layout	6	0.20642419227035055	2	2
exotic	6	0.23826904419944692	2	2
massine	6	0.13306193428244784	2	1
clown	6	0.14825465294765558	3	3
wartime	6	0.24404343992951535	3	1
recognisable	6	0.13748332578174247	3	1
radiation	6	0.12054837219739113	2	7
temptation	6	0.14032619275033875	3	3
monroe	6	0.19022590210809212	3	4
discern	6	0.1745759661024631	3	1
righteous	6	0.17224940641524045	3	2
mankind	6	0.20378950841034368	3	1
tyre	6	0.20351293651846877	2	2
actress	6	0.169912334740297	3	1
prestige	6	0.270610810617278	3	1
miles	6	0.23044317752495416	3	8
ax	6	0.14510273983086772	2	3
convenience	6	0.18598303445791978	2	4
guinness	6	0.17613989419636913	3	2
clothing	6	0.22161381365455057	3	4
johnston	6	0.1956250960626408	3	1
lacquer	6	0.18088780827621262	4	3
somebody	6	0.1636982068565155	2	1
apartheid	6	0.15534963239914493	2	1
renew	6	0.25318834921127303	2	2
peasantry	6	0.14209660023246037	1	1
subordinate	6	0.2724326882508566	3	7
potato	6	0.14018186584270317	3	2
reluctantly	6	0.2484579233358443	3	1
residential	6	0.18099056537985367	2	2
thanks	6	0.17639882377672947	3	3
indulge	6	0.14527545309865952	3	4
problems	6	0.1406240515629543	3	3
fade	6	0.2035174361371175	1	6
dig	6	0.16298386337301876	3	13
educated	6	0.21452703245057023	3	5
hostility	6	0.14622160511487728	2	4
brickwork	6	0.14455110914917585	2	1
resistant	6	0.16900557793368529	3	5
commercially	6	0.2536655623372333	3	1
pottery	6	0.15962331584280218	1	3
rainforest	6	0.1275861448326053	2	1
clip	6	0.2123493574351267	3	11
tobacco	6	0.2094639915786094	3	2
davis	6	0.25264970160715866	3	6
bless	6	0.2137362049353352	3	4
bernstein	6	0.18143067684870054	3	1
radar	6	0.13071639800551696	3	1
modify	6	0.2914474882895441	2	3
sunlight	6	0.12707871866910692	3	1
suspend	6	0.27523532929690475	1	6
christmas	6	0.1941017389077615	2	2
vienna	6	0.23444284174928773	3	1
czechoslovakia	6	0.13594344795040966	3	1
worldwide	6	0.3252718539512165	3	3
grateful	6	0.11302301819513662	3	2
appraisal	6	0.23005551642874403	3	3
enormously	6	0.17780158449943975	3	1
salt	6	0.21701173313255606	2	9
starr	6	0.24155651536320863	2	1
jordan	6	0.2585758129618054	2	2
indigenous	6	0.16865538406611577	4	1
greece	6	0.12675121724368385	3	2
urgent	6	0.21336191687723774	2	1
chosen	6	0.2436404541316469	4	6
gathering	6	0.1656922078327096	2	13
congregation	6	0.1808606068921733	3	3
contradiction	6	0.1413146236626972	3	3
grouping	6	0.19919854654167155	3	5
courtier	6	0.1601486901941989	3	1
bizet	6	0.06830975760831605	3	1
bride	6	0.14275987325942524	2	3
pendulum	6	0.21751904026215707	2	1
sarah	6	0.1492795467783776	3	1
advisory	6	0.15568267260623175	3	2
fighter	6	0.19154786667461746	2	3
polite	6	0.23361913064814843	2	3
revisionism	6	0.09399643932819131	2	2
ma	6	0.17963855344902147	3	4
hungry	6	0.1627071577909838	3	2
mason	6	0.16977834639910958	2	5
vivid	6	0.2229134828503013	2	4
thumb	6	0.21103132886002815	4	6
reformist	6	0.17824166420881984	3	2
macbeth	6	0.14765972357871357	3	1
warrior	6	0.1986438050778001	3	1
farewell	6	0.17306135993611715	2	2
salary	6	0.1748052129787956	3	1
mildly	6	0.2494580725886896	3	2
underwrite	6	0.14265654039530937	3	2
qualified	6	0.1334288057485987	3	12
sonata	6	0.11536981442393436	2	1
auschwitz	6	0.0941474612769217	4	1
sufficiently	6	0.24041215855410067	2	1
lowbrow	6	0.11941890425887607	3	2
disapproval	6	0.15166202732126335	3	4
changing	6	0.21154047629778683	3	11
monthly	6	0.22620038044162735	2	3
cathedral	6	0.19291227758800722	2	3
spouse	6	0.05336055220828515	3	1
imagery	6	0.1902005977167985	3	1
berkeley	6	0.20893648795830722	3	2
hazel	6	0.12147937238674898	3	5
gross	6	0.2506418301210908	2	10
adverse	6	0.181917923025901	2	2
cardboard	6	0.14421757318496195	2	2
registration	6	0.209076652200066	2	5
discount	6	0.24046627975534726	3	6
precaution	6	0.13644103374574998	3	3
registrar	6	0.1862805543420288	3	3
portfolio	6	0.13549935842613023	2	4
plug	6	0.1329189196650777	3	13
tighten	6	0.20690084709285625	2	4
abbey	6	0.1769480755670589	2	3
inaccurate	6	0.19828996015271536	2	1
inject	6	0.28142944935148556	3	6
squeezing	6	0.21955523941010593	4	10
mexico	6	0.13979831157759157	3	1
millionaire	6	0.17682162078207067	3	1
blunt	6	0.21609156977432123	3	9
combat	6	0.21281124118443004	3	3
poorer	6	0.17877363912017094	2	6
plaintiff	6	0.15997727365498549	4	1
creditor	6	0.09281580070543556	4	1
issuer	6	0.06162869541225463	2	1
jurisdiction	6	0.15955440344702818	3	2
wilkinson	6	0.22471114867083217	3	1
steward	6	0.2667500018297099	4	5
doubtful	6	0.18956926353095946	2	3
allegation	6	0.12327757070377081	2	2
leeds	6	0.2137033237934397	3	1
dash	6	0.29612670485486237	2	12
unilateralism	6	0.11892930599958525	3	1
prosperity	6	0.15261562954095084	2	2
mobility	6	0.2325973453317389	3	1
predator	6	0.15790721979237912	3	2
organiser	6	0.18171603295596794	3	3
casualty	6	0.21554843240291602	3	4
lea	6	0.17337673353703928	3	2
amuse	6	0.16215384721095605	3	2
overnight	6	0.30266938366751367	2	3
shirts	6	0.13535730356371212	2	2
briefcase	6	0.1853939465294172	2	1
essex	6	0.20560392084938117	3	1
hegemony	6	0.13335023219916453	3	1
lengthy	6	0.17429131901624348	2	1
bulletin	6	0.19557402614081773	2	2
symbolic	6	0.22604761331520629	3	3
conceptual	6	0.2315458850712239	3	1
uncontroversial	6	0.14891488703250957	3	1
intake	6	0.14995061981066696	2	3
christianity	6	0.12606211898657593	2	2
relevance	6	0.15090414380319447	2	1
mechanical	6	0.23765464560756547	2	3
acre	6	0.16371570149098955	2	3
han	6	0.14003785421602158	3	1
options	6	0.16810111063880337	3	3
adventure	6	0.20787736066288642	3	3
paperwork	6	0.16975445227050265	3	1
assign	6	0.2803297306781372	2	8
partial	6	0.2373266701147659	3	5
mathematics	6	0.13391607773924832	3	1
plough	6	0.19340257214761394	3	4
stuart	6	0.2507540530791914	3	3
zone	6	0.2273883123928845	3	6
litigation	6	0.10548339011812713	3	1
tank	6	0.1945375978779248	3	8
flour	6	0.12194523634589993	3	3
axle	6	0.14315340378145633	2	1
responsive	6	0.2113428333445643	2	3
junior	6	0.27476735161602356	3	7
supervision	6	0.22080328409810437	2	1
animate	6	0.20875223720773003	2	7
raf	6	0.1811028795441556	2	2
reported	6	0.2594718222839419	3	7
unquestionable	6	0.16734625190102373	4	3
mann	6	0.2302457420775893	3	2
referral	6	0.1785277537746863	2	3
persona	6	0.16926920648881186	3	2
chemist	6	0.19745571115616653	2	2
discrimination	6	0.1302526945843097	3	2
tow	6	0.1893161472445919	3	2
bathroom	6	0.18385077086323018	3	2
cousin	6	0.18960530930544503	3	1
marginal	6	0.2564688779384819	2	4
solely	6	0.2447669480736577	3	1
hypothesis	6	0.14159672495167078	3	3
violin	6	0.1277476778538954	3	1
pocket	6	0.18587862322515045	3	11
compatible	6	0.21894560834820628	2	3
esteem	6	0.18326667135355232	2	5
ward	6	0.28481304792337087	3	8
albert	6	0.21797787715787487	3	1
database	6	0.18774594038778095	3	1
hoover	6	0.19216404863184713	3	5
uncommitted	6	0.07304398343410635	3	3
diderot	6	0.0816504499300907	3	1
quince	6	0.12140535557083583	1	2
chainsaw	6	0.05963472403422252	2	1
pave	6	0.29537556897351497	2	2
poster	6	0.17934218255359669	3	3
wordsworth	6	0.14208879516063375	3	1
tokyo	6	0.16993687677907965	3	1
gramophone	6	0.18369260561324996	3	1
brooch	6	0.1216722099769802	3	2
principally	6	0.27667736815635124	3	1
bone	6	0.2646523493874933	3	6
shelf	6	0.20624299804609048	3	2
royalty	6	0.2035258153691969	2	2
sail	6	0.21722626175087054	1	7
cad	6	0.1533601446015816	3	2
compatibility	6	0.12693721288416351	3	2
bevin	6	0.103736269498849	2	1
guilt	6	0.14116528943437745	3	2
composite	6	0.22365332106569505	3	4
enclose	6	0.2669785695997198	2	4
belgian	6	0.20543751796950474	3	2
pea	6	0.14543979091140433	2	3
boredom	6	0.1606499634088326	3	1
arbitration	6	0.13706288647874462	3	2
disconcert	6	0.2551553138494474	3	2
austen	6	0.11315031430576915	3	1
ecological	6	0.1307469286979994	3	2
pill	6	0.152276705078399	3	5
forester	6	0.13137277999371041	3	3
israeli	6	0.19476930248424507	2	2
petition	6	0.21074938395264206	3	3
patrilineal	6	0.07500932273280109	3	1
matrilineal	6	0.0930302530477537	3	1
habitat	6	0.15685106189208406	3	1
amend	6	0.14617824807413535	4	3
pest	6	0.15623346723402506	3	4
scraper	6	0.05528256254461985	2	1
needs	6	0.1652837319060425	4	8
warsaw	6	0.2407638901901649	2	1
shaggy	6	0.1475241053645918	3	2
fort	6	0.15707101353728498	2	5
villa	6	0.2316375444281652	2	4
municipal	6	0.10923323567086203	2	2
lublin	6	0.14233301269615342	3	1
adoption	6	0.18606711476307028	2	3
halve	6	0.05129069729773161	2	1
loudspeaker	6	0.07677541026630226	3	1
slug	6	0.17477774776964491	3	10
thresh	6	0.1118925562915144	2	4
mangrove	6	0.1546530653509774	3	1
giotto	5	0.13040546753769738	2	1
frederick	5	0.11352220943738796	2	1
ussr	5	0.17336105893390272	2	1
gender	5	0.12039323951738093	3	2
substantive	5	0.21779542526177983	3	4
empower	5	0.18535935363143125	2	2
procession	5	0.15702445750472735	3	3
marche	5	0.2156669283292259	3	1
allegiance	5	0.11995746667176657	3	2
browne	5	0.12601483043678835	3	2
lent	5	0.3196344008373131	2	4
devour	5	0.1922593405958166	3	4
fundamentalist	5	0.131362693893466	3	2
theological	5	0.20214453311494857	3	1
unnatural	5	0.18698279610483437	3	3
void	5	0.17417938711106612	3	8
russell	5	0.23889548648574593	2	7
whatsoever	5	0.24185684953535933	1	1
encouragement	5	0.15704772680020626	3	3
ca	5	0.2374418209901133	3	2
dirt	5	0.18567692508837455	2	5
affront	5	0.19324715588904506	2	2
phd	5	0.1439302044524126	3	1
norm	5	0.16257635164852707	1	2
analytic	5	0.14524531374146193	3	4
detection	5	0.161390378353657	3	4
eyebrow	5	0.10220794003130373	3	1
biblical	5	0.1975950193486538	3	2
olympic	5	0.1809564113666399	1	2
behaviourist	5	0.09401814246833358	2	2
assimilate	5	0.1201724757527041	3	5
fashionable	5	0.27977297153164665	2	3
constructivism	5	0.10288198311479038	2	1
developmental	5	0.14963129150162807	3	1
functionalist	5	0.13611561300594865	3	1
literal	5	0.22805200005845644	2	5
metaphysical	5	0.18702890325393667	3	3
dualism	5	0.08132804453841111	3	1
richness	5	0.13446334799108933	3	7
wimbledon	5	0.1527090548677223	3	1
rage	5	0.17046421425883365	2	8
parcel	5	0.2211178963442321	2	7
bitterness	5	0.14324327107900936	3	4
headline	5	0.19185969539462816	2	3
vandalism	5	0.12367503004299918	3	1
scenario	5	0.2043883277425503	2	3
hull	5	0.2181478261896625	2	7
calculator	5	0.129701432505674	3	2
terrorism	5	0.17640719265663324	2	1
grammar	5	0.19949078983459786	2	1
ammunition	5	0.141244527815983	3	3
transcendent	5	0.11419616712926392	2	2
cling	5	0.25835685874151776	2	4
tallis	5	0.19287713028479653	3	2
politically	5	0.1640485957658084	3	2
mystify	5	0.20586916488819967	3	2
transcend	5	0.11668328498882645	3	2
eclectic	5	0.18390669133531326	3	2
fusion	5	0.13891330714944444	3	7
utopian	5	0.16402309339907584	2	3
marxism	5	0.11494615864758602	3	1
freudian	5	0.1792611982527383	3	2
claims	5	0.27536291242543187	2	11
disturbance	5	0.1302653613768852	2	7
deconstruction	5	0.10154504641532047	2	1
experimental	5	0.21880042202856176	2	3
rigour	5	0.18292935498201043	3	3
obscurity	5	0.14836850149166902	3	3
tidy	5	0.21515512401880033	2	5
isolated	5	0.21076805900679316	2	10
anatomy	5	0.17137754404336147	2	3
woolly	5	0.15196401037725965	3	4
leap	5	0.20083678268306054	3	8
lifelong	5	0.17203535534476122	3	1
interrupt	5	0.21992815174376634	3	5
detach	5	0.21855909551777905	2	3
spectacular	5	0.20770801927504784	2	4
shortage	5	0.15583486096389257	2	2
prophet	5	0.14538066426323062	2	2
outrage	5	0.13359146965424012	3	7
reflex	5	0.11648974328732939	3	2
rev	5	0.09365042282165	2	2
communion	5	0.1745851724728237	2	3
governor	5	0.16226476186955852	3	2
optimist	5	0.11714916966863127	3	1
fatigue	5	0.20053620913786324	2	6
dick	5	0.20593838326409375	2	2
cow	5	0.1728830991909167	3	4
anna	5	0.19230181274499164	2	1
exterior	5	0.17291734455655344	2	3
purse	5	0.15786981672243625	3	6
gratitude	5	0.10271851555472918	3	1
instantly	5	0.24823436072834867	3	2
implies	5	0.16151444758603842	3	5
elite	5	0.27345670804962835	3	2
militant	5	0.24049194628584997	1	4
adhere	5	0.15407595975337038	3	6
traditionalist	5	0.14525991646143896	3	2
lorry	5	0.1957383882860246	3	2
arthur	5	0.18751557475482852	3	2
perk	5	0.2693428533977502	3	2
fry	5	0.2252949948442033	3	6
flash	5	0.2109672905233774	3	19
smash	5	0.20627450071262285	2	16
psycho	5	0.1321554131963147	3	1
marine	5	0.24466847218126783	2	7
jealous	5	0.19336732743805077	3	2
reappear	5	0.21534184474828458	3	1
follower	5	0.2632268293291872	3	2
overshadow	5	0.1826210851915475	3	3
attorney	5	0.17597691133797896	3	1
litter	5	0.23188144351165768	2	7
heir	5	0.17910640583525822	3	2
statute	5	0.09840641523916316	3	2
contend	5	0.23551151527514333	2	6
throat	5	0.16270947610691774	2	4
bundesbank	5	0.13132972259492337	3	1
virginia	5	0.28151605998950335	3	3
wary	5	0.2148151455319534	2	2
fascinating	5	0.2051117133299079	2	5
nationwide	5	0.32626872021736386	2	2
exodus	5	0.159687841810671	2	2
visa	5	0.1708515126343489	2	3
cooper	5	0.2252340449774927	3	5
detract	5	0.11260299145962008	3	1
fulfil	5	0.19780128752830775	3	3
handling	5	0.1928531290755329	3	9
beneficial	5	0.16375342622187813	3	1
nicholas	5	0.15473387633983468	2	1
precious	5	0.2244324132377117	1	5
masculine	5	0.18286379065166541	2	4
generalize	5	0.20391289419465278	3	4
substitute	5	0.25239791377178944	3	9
perceptive	5	0.21456188814160876	2	2
documentation	5	0.17169250416952686	2	3
greenhouse	5	0.13426197529352796	2	2
headmaster	5	0.18826451217369486	2	1
prayer	5	0.14337809597327783	3	5
chaplain	5	0.16785233180000195	3	1
darken	5	0.20882038114853474	1	3
succession	5	0.20257240252885383	2	5
persuasive	5	0.22897512577573265	2	1
populace	5	0.16818457094127434	3	1
refrain	5	0.1728493109349672	2	3
exasperation	5	0.10619727768077895	2	2
masculinity	5	0.09053770401035863	3	2
homosexual	5	0.1568862054276033	3	2
disruptive	5	0.21614351902345894	3	1
vehemently	5	0.17253895965608224	1	1
nhs	5	0.13919996176724225	2	1
attitudes	5	0.12776672167260358	1	4
immoral	5	0.1543005045941819	3	2
majesty	5	0.11508798844269022	2	1
trader	5	0.2150962036916873	2	1
gloucester	5	0.1867668516396812	3	2
added	5	0.1739749181895624	2	6
characterisation	5	0.13691010393170738	2	2
reluctance	5	0.1481827818515163	2	2
gloomy	5	0.20707937433859508	2	3
marina	5	0.17547190240394894	3	1
slit	5	0.14829810895556642	2	6
madness	5	0.12633515852687796	3	5
idiosyncrasy	5	0.16998715635610012	3	1
winning	5	0.2038325081453319	3	7
bloody	5	0.21559061016060216	2	4
polished	5	0.15905270196304064	3	7
ok	5	0.1199668972935426	3	4
slender	5	0.21340319498770827	2	5
naked	5	0.18683298127438147	2	5
bel	5	0.17272207881400303	2	2
flicker	5	0.16106083428358337	2	6
contestant	5	0.11480996944568034	2	2
forearm	5	0.11419148774049988	2	2
exaggerate	5	0.220106618253814	3	2
fling	5	0.16626008804889422	3	7
mask	5	0.21057996715922106	3	9
gentry	5	0.17023904291940667	2	1
pin	5	0.25470636658595003	2	15
asleep	5	0.04729014080269078	2	5
munch	5	0.14607087545616998	2	3
oppressive	5	0.18460154576587165	2	2
sentry	5	0.14173830679470284	3	1
sedition	5	0.11508267065787477	2	1
stagger	5	0.2632433302482878	2	5
bellow	5	0.2051192040942103	2	4
brisk	5	0.2325833626562984	2	4
moss	5	0.22475125061291648	3	1
harvest	5	0.2034965391362312	3	6
beast	5	0.09377325244776562	3	2
frighten	5	0.2763121595292943	3	2
rake	5	0.1890905716776749	3	9
gracefully	5	0.12054980961040487	2	2
tongue	5	0.14478573141219814	2	10
legend	5	0.149813637903918	3	2
stroll	5	0.16964222072928004	3	2
