Word	Frequency	Diversity	Clusters	Density	Synsets	WikiFreq
grotesque	3	0.11214982819383416	2	0.7339182117860559	3	43
diminution	8	0.1704752919356736	2	0.5654477948568967	3	63
air	87	0.2869899650335275	14	0.46451783875382197	15	58
prompt	9	0.288832439552806	4	0.5315963633869382	8	88
consumption	9	0.16187995339196545	4	0.4482630062724073	4	52350
accommodation	11	0.1948934948261387	3	0.4055652158559782	6	2866
sr	3	0.18397462739031942	2	0.7169563879905843	2	827
account	103	0.2862631847053243	16	0.4002448602134731	14	16308
consensus	11	0.16370284068018864	2	0.5736048271608156	1	38
disapprove	3	0.10757910528296226	2	0.5935499487158382	2	208
personal	64	0.3227797536534086	10	0.39456940897960097	6	506326
instructive	4	0.06488291993715534	2	0.6800886679538035	1	131
moisture	7	0.14539936375167753	2	0.5219226084827471	1	808
steer	6	0.2828469243935536	3	0.5155106815771493	5	2980
situations	8	0.16814522390034742	2	0.5129271697774308	5	36982
bunch	9	0.1592387838691782	4	0.5494843236162299	5	7575
vague	17	0.26573387880118565	4	0.4576078494398762	3	13826
amendment	9	0.14872026280789252	2	0.43815754432286763	2	122
clothing	6	0.22161381365455057	3	0.4594785602499155	4	63041
plastic	18	0.2351088144241285	4	0.4162369829957266	5	58105
hooke	3	0.2172460907587586	2	0.6079550772974427	1	2388
times	7	0.17246418398433452	3	0.5032633810962887	17	40
utilise	3	0.08275534787079171	2	0.6589415968750372	1	250
parental	7	0.11032798977890858	3	0.8224516084590614	2	2835
met	5	0.14263013680242054	2	0.6476855751067223	13	75
person	95	0.23508985658615963	16	0.3772707064085141	3	435273
bicycle	4	0.1875531236774966	2	0.5381861211148505	2	11526
tinge	4	0.16986322700620426	2	0.6153823157431564	4	133
authority	110	0.2477705957796443	22	0.47377960337600994	7	31
inspection	4	0.17324579349270233	2	0.5659775859717033	1	8540
mann	6	0.2302457420775893	3	0.6100944607257355	2	648
wise	15	0.2859670011291155	3	0.4110654021385708	7	4670
occasion	48	0.19008919335793428	14	0.4218474632126598	6	65
provoke	14	0.22208094237636028	4	0.5149388708225622	4	21573
teen	3	0.0872704974528579	2	1.0	2	31967
bull	18	0.2603098616009826	6	0.4933467793985045	15	34826
fourth	3	0.12011600869710677	2	0.6684248102206363	5	251
move	203	0.3229970850197382	33	0.4303306982008187	21	159
lexicon	4	0.17910644749394683	2	0.6053163892178841	2	3649
water	91	0.24501316040216004	13	0.3797314993802864	10	517
norwegian	5	0.17034935403051804	3	0.7405205893542375	3	83
fact	175	0.2233346246798463	26	0.4394958116893444	4	302036
disrupt	3	0.16678861207860707	2	0.4842423798216032	3	119
disguise	4	0.20581981277746328	2	0.42982747522827647	4	821
hop	7	0.16934381812659605	3	0.5714572089168996	9	329
brutal	3	0.16633917088586045	2	0.6485462047412504	4	1890
knock	21	0.25901604998416816	6	0.42230638753516253	11	1367
conversation	17	0.1738126542910409	4	0.44846338301887834	1	5541
nineteen	28	0.23771514456899848	7	0.49277506539969435	2	56183
injure	8	0.19675309525170115	4	0.4426163459843772	3	983
vice	14	0.2243900433936791	3	0.4270067056074624	2	639
magic	17	0.2389143701038321	5	0.5334113726387759	3	38083
gold	21	0.29684916475147105	7	0.30373341993076974	7	3512
argentina	3	0.16657791998036017	2	0.5291493570245218	2	604
gratitude	5	0.10271851555472918	3	0.4812116141043121	1	1182
defensiveness	5	0.10250799424366741	2	0.7461787209713333	1	171
muddy	3	0.12726771461587263	2	0.6669326139617747	7	5615
hector	3	0.00413546410549448	2	1.0	2	207
eventual	5	0.1926964828361855	3	0.48976343990872573	1	490
haven	3	0.15746854249133357	2	0.5933790342305537	2	7865
cling	5	0.25835685874151776	2	0.48515628862836757	4	103
renown	3	0.1518253772182655	2	0.5897559018603133	1	2735
smart	6	0.2514529827996963	3	0.48047163621959915	9	36
destruction	11	0.16896008123948783	3	0.5529798901901727	3	11638
mistrust	3	0.1348391311565823	2	0.7059785159503851	3	2526
consistently	3	0.26846165953045925	2	0.6026815292964407	1	31867
guilty	10	0.1513551943754742	4	0.5106072806350792	2	70726
perhaps	172	0.2961387400370585	27	0.3723456061882794	1	110228
personalise	3	0.20297143823613675	2	0.4981786004063383	1	76
diagram	7	0.17181995516271684	4	0.5529075966846795	2	6229
vietnam	4	0.09114200762067642	2	0.8254072692938533	2	77
sixteen	9	0.3398324916580448	3	0.3557476008395358	2	2930
bravura	3	0.1267737411483764	2	0.5722095556437168	1	153
publishing	3	0.16636537132012208	2	0.5093206892955472	4	62
melodic	4	0.06877714680880323	2	0.6778865511800846	2	1148
petroleum	3	0.13764908279943852	2	0.6360948249626865	1	16858
oversea	10	0.30837565824480045	4	0.4686427275672922	2	21973
prefer	61	0.30027172725104856	13	0.3618243701612401	4	1651
pity	11	0.14641216557734146	4	0.3818311779777828	4	40
milton	10	0.25724631503405615	4	0.3982050381989723	1	54875
glance	14	0.1963642575838061	4	0.48884691150862114	3	6602
imprison	4	0.1931480670573511	2	0.5963605746622201	2	684
therapist	7	0.09742453860465257	3	0.6680212160908993	1	2538
trip	16	0.1990933764774472	5	0.5179760839919896	12	75
adage	4	0.18201234333258007	2	0.635930432921312	1	92
roman	59	0.26860752697650914	12	0.5313419148359965	7	22883
reluctant	4	0.11916610780443371	2	0.5786375307089613	3	2327
triumphantly	3	0.17406510340864412	2	0.6535631411399975	1	1035
max	7	0.24376351090432216	2	0.4851732661375046	1	6909
arrangement	27	0.2568383792977449	5	0.40171039224462773	6	131041
largely	5	0.2097652617625485	3	0.5689472734098697	2	2288
partisan	9	0.25057100438851687	3	0.6287644492038009	4	4879
braque	3	0.07123684782206963	2	1.0	1	1398
hike	7	0.10245888048959814	3	0.6127502058998664	5	831
shrine	3	0.16080985144262494	2	0.6961464590113838	2	32
partial	6	0.2373266701147659	3	0.6448469275290546	5	15144
promotion	14	0.2768244684553269	4	0.4441969232762516	4	5129
intuitive	3	0.1508320767261171	2	0.6731632107161754	2	1358
several	97	0.376735826705193	16	0.4365641096663552	3	1514
hire	13	0.29473215305388406	5	0.42929433911571013	5	46
stephen	18	0.16459224326911567	5	0.41178859700655324	1	2108
heavily	19	0.3066865872111178	4	0.5239019511417083	7	115150
fourteen	9	0.3267119595030785	3	0.4052151829293526	2	6332
exchequer	4	0.06087738238730209	2	0.806703980030526	1	935
brewer	41	0.2363472744426868	9	0.5224515977233759	2	5298
give	528	0.3082946622440419	69	0.4048388479613376	45	1645938
shine	4	0.16029162518437073	2	0.5456077803945978	11	1679
telecom	7	0.11779037880104896	2	0.6237932314948661	1	84
coup	18	0.16079683513954804	3	0.41999950003906567	2	48
corpus	3	0.14003020235199612	2	0.7063743523250946	3	9960
directly	48	0.32221569881662243	9	0.4422856300042425	4	204175
czech	4	0.22444776450545234	2	0.5286590737241037	4	99
jettison	4	0.15955150553122666	2	0.7839420239219642	2	110
ear	24	0.29628956727263356	5	0.3488891695220783	5	338
friend	87	0.2531870198307892	13	0.3459972239897839	5	125
blunder	3	0.19708611149177332	2	0.5028521439589934	4	768
martin	19	0.28281972664100524	5	0.31251303488356363	5	15405
monotone	5	0.11798045474819978	2	0.4725852147369358	4	367
dump	7	0.2697960669593637	3	0.44722086835743596	10	41
inflow	3	0.12707449008759641	2	0.6591562529171547	1	178
manpower	3	0.15108206939655736	2	0.6802912831336989	1	1761
agenda	20	0.16732412476065575	7	0.5289167439771352	2	24430
greed	3	0.11824087444992726	2	0.7357210411982138	2	7625
entrepreneur	8	0.2337796389757047	3	0.5667496805560011	1	9998
difficulty	88	0.2028085282870666	16	0.3950409891992272	4	1600
washington	21	0.19679218893573683	6	0.41106326578066493	5	577191
clearly	75	0.3086570993683889	14	0.4300996589503923	4	64605
fraud	12	0.1737873534365635	3	0.4710318020589165	3	106
officials	8	0.18078912272322886	3	0.4468934894901442	2	51986
conference	162	0.2263370351781609	30	0.45031662028532377	3	102
commodore	3	0.09732061677270509	2	1.0	1	12630
protein	5	0.17146577050831552	3	0.675033424542798	1	9096
april	31	0.24204629270442096	8	0.42612848309291	1	4129
compensate	3	0.13113011277988626	2	0.8512715157204224	6	56
command	31	0.3351289237902096	7	0.4387567950418862	12	15880
destroy	33	0.28734665664025894	6	0.42343183777638826	4	5449
beech	5	0.14947349946649274	2	0.548523926852539	2	5478
house	261	0.3221549765129851	42	0.43822019142994334	14	4417
reliability	10	0.19605736128801035	2	0.47909976244101066	1	2223
philosophical	18	0.18795641572161984	5	0.4057116507440085	2	43999
grand	47	0.2622363259079579	13	0.4234625581402768	10	172
hogg	4	0.12412063329759643	2	0.65872769858121	2	9035
straightforward	10	0.2427602821617194	3	0.47809272083158	4	10480
skills	32	0.18878609603677465	5	0.4209571535072018	2	121
channel	34	0.2980874231023469	10	0.4517147028823842	11	184965
willingness	10	0.12233063022986186	5	0.6137840394693473	1	140
natural	67	0.2830655752606162	15	0.3972180052744438	13	391476
slam	6	0.22970685434972707	1	0.6384169260403006	8	443
whale	3	0.10496831535215834	2	0.6111278592219448	3	12974
sen	3	0.13215127326590834	2	0.7786752635102374	1	41
reconstruct	10	0.3128885754352807	4	0.5797492265996456	5	1736
provisional	11	0.27022476499395975	4	0.5865882887096788	1	19395
sow	4	0.16683943233250373	2	0.5688555845640286	4	355
thirty	22	0.28015061680539616	5	0.45533837956523693	2	4523
gin	4	0.17979247755812572	2	0.48737493575767493	6	6870
tennis	16	0.22613720204091325	7	0.4641266397797368	1	153971
middle	57	0.26773505537367	9	0.5027472156570258	9	41
presidential	8	0.2037865711551791	3	0.47984170009806554	2	171193
articles	3	0.08358643040686047	2	0.6570951674301753	5	3700
friction	4	0.11854763857916314	2	0.6358913900390011	3	2006
cast	39	0.31099870450535866	9	0.4417318616439263	20	345
fraction	4	0.13732435930813422	2	0.5886912183942881	4	1514
terrible	8	0.19720998384018876	3	0.58025577371161	4	298
narrator	10	0.17598754438019254	4	0.48104478855561456	1	9352
legislator	4	0.15082868190098594	2	0.7336378747725183	1	3061
knowledge	79	0.18431640631566862	14	0.4560233023826802	1	77
leave	242	0.3425721440873359	39	0.3698617649756977	17	5542
flag	7	0.2653886497174951	3	0.5092768323375831	12	6434
nationalism	18	0.15337621912158525	6	0.6038213886156382	4	4548
quickly	63	0.3234430653820464	9	0.3836491314996801	3	187031
constable	13	0.19066531848237034	4	0.42645096593160586	3	10037
pull	60	0.3152814628348016	11	0.3989474344080571	24	298
basically	9	0.32642553837008303	3	0.3720601113164366	1	2439
sorrow	4	0.11574884696357904	2	0.49406068779468454	5	6577
rare	35	0.3167891759042847	8	0.3967322854953563	6	403
stall	15	0.23369165598302633	5	0.5061394454849188	14	1676
libel	6	0.10951834363695216	2	0.5884775395685085	3	937
assume	35	0.27146054452314033	9	0.44922427037601564	9	159328
pedagogy	3	0.10204487761221866	2	0.5836466952789885	3	2432
levy	5	0.25211002083238315	2	0.530641536760189	4	195
ocean	10	0.17942079129171948	2	0.5685911434350509	2	87003
many	654	0.350406952333775	89	0.42114776228024203	1	2005
smell	12	0.18301244493119898	5	0.3428895819168237	10	1539
sensible	16	0.3241960336971379	4	0.4326134827287346	4	36
kindly	3	0.19474658592457547	2	0.6422566397309306	3	525
paradox	9	0.1663944841535411	4	0.5990650925525467	1	608
formal	45	0.33087553424454186	13	0.4503182224989389	8	151055
marina	5	0.17547190240394894	3	0.47000738951322585	1	7166
specialised	3	0.15609747710628333	2	0.7332504904866416	6	179
financing	4	0.13233766948481196	2	0.6405200838358807	3	8210
anthology	7	0.16446247366159886	3	0.5930930526967886	1	21481
strong	116	0.34299873352476784	17	0.41620351764946806	10	356176
splendour	3	0.13214632326490253	2	0.6638839893915323	2	675
officer	79	0.22902467642724403	19	0.42642137423510673	5	48
sided	7	0.2528688912575064	4	0.4154560573251818	1	1853
dependent	11	0.2174070182783307	4	0.4984813248035592	7	208
partly	40	0.25205326686155105	11	0.44872421095863846	1	48755
christ	9	0.14040954318278903	2	0.5009085785657447	2	94
careful	49	0.2647309450424721	9	0.39849007519944757	5	2440
sustainable	4	0.1461214731387586	2	0.7484201072863973	1	44
footage	5	0.12698646316782283	2	0.48236340314500237	2	3133
enthusiast	4	0.14047934402810908	2	0.5114105179581395	2	2062
lloyd	7	0.23466131836041684	3	0.43809355010056594	1	81
officially	6	0.25659828857872363	2	0.5264190075091986	2	5607
toss	4	0.18235651909245118	2	0.4736911327289288	9	14632
throw	53	0.27679077404224933	7	0.40885598557753905	20	1725
scream	9	0.19910728679100453	4	0.45303045077205856	6	5799
general	193	0.3682826174948153	35	0.4562736015459006	10	50
tibet	3	0.1440662001416186	2	0.7333467490368717	1	27134
dreary	3	0.2210973394474559	2	0.5704810402899043	2	1270
outward	4	0.21789989649190958	2	0.6513603836922277	3	1246
extract	16	0.31836287919380024	5	0.48427935076123485	10	2134
slight	79	0.3203007984768764	17	0.39680429224045366	5	336
relax	19	0.2908892476355431	4	0.43801580398804074	8	2191
unquestionable	6	0.16734625190102373	4	0.4995951624888623	3	180
departments	11	0.16931759868024826	3	0.4593624260936385	3	8817
stokes	3	0.03524109147309799	2	0.9741837267409963	1	12292
impose	30	0.2686864458224206	7	0.423136402057623	3	700
kinship	3	0.0962524971109856	2	0.6639751542907654	2	1421
sideway	8	0.218944887303493	3	0.3934025979918948	3	1445
turf	8	0.2179994471291397	3	0.4425891271420631	4	9614
extent	37	0.21425576603524385	4	0.5255770075155088	2	55
panama	7	0.21372083420741234	3	0.5772049254239313	2	60
thigh	4	0.06592738566848777	2	0.8622217046653209	2	637
undisclosed	5	0.1768293658768083	2	0.6112907288109745	1	172
greece	6	0.12675121724368385	3	0.5283781653858561	2	323
hess	7	0.17972041298396288	3	0.6346585672144812	4	11180
destine	4	0.1424659195412532	2	0.7185228515113629	2	126
procedure	29	0.2173985609462486	7	0.4479976083241971	4	106359
commitment	30	0.20522774693803938	6	0.44988470596163	5	886
mangrove	6	0.1546530653509774	3	0.8545102791010839	1	1843
percussionist	3	0.12122472990805681	2	0.7077487341683866	1	476
predator	6	0.15790721979237912	3	0.47193991157768067	2	12059
origin	17	0.2765591438218019	6	0.557714325775657	6	21801
antics	4	0.15278823171524233	2	0.8052270773184325	2	611
overcrowd	4	0.14521671126937896	2	0.4963486012833757	2	239
secluded	3	0.1356742002861282	2	0.633587237110909	3	2851
fever	7	0.15196844949921415	3	0.5407813871413377	2	292
graphic	3	0.1654132227087999	2	0.5612285147916122	6	15129
fille	12	0.07253769782353074	4	0.553280253343536	1	2708
airbrake	7	0.11581966609882176	4	0.6745959787559329	2	468
tray	4	0.1673371378019268	2	0.4311448475165207	1	6699
evict	3	0.2092130866855729	2	0.6177688266987154	2	1366
drag	9	0.2310143919311386	3	0.4139059895076828	17	50615
nation	49	0.2319703256999533	14	0.509838085596108	4	198137
promenade	5	0.17004905109741036	2	0.5426097136023849	7	4347
pastoral	3	0.17482285389983498	2	0.6250172501141427	6	6924
imperial	15	0.2599640432744483	5	0.468560549102871	6	52931
brewery	27	0.21617544001840786	8	0.5398150580952708	1	19224
bounce	5	0.18583151862765077	2	0.5235092718368776	10	6482
bulletin	6	0.19557402614081773	2	0.5586290927780168	2	11960
drastic	5	0.21172679018457483	3	0.5311884055321084	1	7248
terrace	8	0.20048123756733355	4	0.5869066165654895	5	23111
casino	3	0.21036485813439829	2	0.5550935115223239	2	17266
alien	9	0.226918735887663	4	0.5356818666996822	7	24195
microphone	12	0.1612286328506192	3	0.4811644466839269	1	1664
capacity	20	0.22980373454063746	5	0.5000771742187647	9	260
initiate	6	0.30930035316484156	2	0.41387495178280204	8	1530
approximately	8	0.2841988160772871	3	0.504859965308937	1	19276
font	16	0.09982138957883219	6	0.6429023605581093	2	4089
ken	14	0.16814778198762226	5	0.4991451876054199	2	886
speculative	3	0.19449306855378956	2	0.5598132675620573	3	1886
cumbria	4	0.12629296099127924	2	1.0	2	14618
gardner	7	0.2149434036717854	3	0.6302091771372467	2	41
prevention	4	0.1248289904516636	2	0.6176927422126157	1	20412
contract	44	0.2857263372222953	11	0.4079175784107954	12	1286
reliable	15	0.32212634219933006	5	0.37799783844187884	3	49
atom	3	0.1620630056968383	2	0.5819866623635027	2	244
unduly	3	0.22354075940071036	2	0.6017072104055617	1	1633
scruple	3	0.09488294202782617	2	0.698123454155137	6	79
hill	45	0.2573784623321202	8	0.4909235395995055	6	236
redesign	3	0.11894941056420656	2	0.7082114138311325	1	759
unsuccessful	7	0.23449666039918332	3	0.540503903362549	2	60763
tool	44	0.24924414037601605	12	0.4094226924952664	8	64
intimate	4	0.24744314553458707	2	0.5145219320774622	9	22227
electric	18	0.27625385811961745	4	0.4340492268687071	4	92057
19th	5	0.13906655062056655	2	0.672674080947116	1	220476
flicker	5	0.16106083428358337	2	0.5292691962695114	6	397
brush	19	0.2618255439810449	4	0.38484741682942003	15	282
colony	16	0.2369517642937152	6	0.4419345060739635	6	47968
der	3	0.06942423583460178	2	0.7989894113332813	1	296
solemn	3	0.19070440292389845	2	0.5210244164615268	2	1346
cap	16	0.2772594949129139	4	0.41187152771735186	11	63
inspiration	22	0.1799621222266468	7	0.4368877752648595	6	7007
uncontroversial	6	0.14891488703250957	3	0.6835651492085039	1	577
hopeful	7	0.18867614379083456	4	0.5218610210141064	3	1057
shostakovich	4	0.09487121465575138	2	0.7188911948304967	1	4584
finding	17	0.18961023354523324	6	0.42928283264593037	19	1531
commentator	6	0.19885101245903658	2	0.5661988034836254	2	4009
treasury	19	0.24055665622294495	4	0.4773385780101941	6	9897
ignorance	5	0.12629828487160924	3	0.48352324276021236	1	9239
northern	58	0.2609671905701699	13	0.4815694495907676	5	69
leadership	54	0.22234448978112328	15	0.4587527862365761	4	32
interested	37	0.18514969168597215	9	0.48884802838629643	5	60239
destination	3	0.15619611066386285	2	0.7683138789469806	3	11300
rib	4	0.16608548783508112	2	0.6721064902871378	8	75
rehearsal	15	0.17205952412146788	7	0.4916292561885316	2	2592
preach	4	0.14866000561630727	2	0.5854141200270502	2	3858
resource	23	0.2530100778038538	4	0.43349749768618995	3	259362
product	70	0.2895050283553165	15	0.4262753815839604	6	1858
struck	3	0.21131149630100962	2	0.737482496276686	22	10657
br	10	0.2387839071638156	4	0.5267635977778535	2	233
bequeath	4	0.10149456408812574	2	0.7969211710999129	1	78
pubs	3	0.12359938322023682	2	0.6338565727540982	1	33
pipe	12	0.22530364778579196	3	0.474898675068512	9	41
walton	3	0.18437194659202152	2	0.5583233294515475	3	30551
replicate	4	0.17668938440941673	2	0.6832740676991972	3	91
defer	8	0.2285578444953815	4	0.49813639967795215	2	74
materialism	4	0.12412648342925214	2	0.6182695966519443	2	833
phone	9	0.18665103241238182	3	0.31555715016307806	4	1212
gracefully	5	0.12054980961040487	2	0.702066627490204	2	95
constant	30	0.2881523630575875	7	0.46207491071573925	5	432
timetable	8	0.17576465515840722	4	0.4757685805685756	2	1843
month	150	0.2506657537839009	23	0.375926366489635	2	14498
skipper	3	0.22693353192217813	2	0.553553097259507	4	460
teenage	3	0.11646949584616699	2	0.6750611492012457	1	17553
array	3	0.18728349815835776	2	0.7234876694197209	6	4723
totalitarian	3	0.14017425246399262	2	0.6140304072056034	3	387
purposeful	4	0.17502830496011024	1	0.7825203492916235	2	120
outlook	16	0.22726997864398435	4	0.44635822909465067	3	5856
continual	4	0.15296071233492797	2	0.8380578351994998	2	336
albion	3	0.17639135936230055	2	0.4894108033885121	1	41825
sensitive	17	0.29431681371378793	3	0.46936866958980145	6	36870
spotlight	6	0.24126717538398368	2	0.4276809930784806	4	7027
unfold	9	0.18155986168430002	4	0.5835995203995628	4	426
flurry	3	0.13863020934996587	2	0.61265420513462	4	236
magistrate	4	0.16813680893240682	2	0.49847885967999284	1	30622
racial	3	0.16761475797469638	2	0.6978697845917952	2	6979
illustration	6	0.14538848138200988	2	0.6506560810184175	4	4087
vertically	5	0.08920762371682445	3	0.7839210907685167	1	200
strand	16	0.2980622442358589	3	0.45604450342975716	9	17312
route	56	0.2566051185815585	11	0.45945960571179534	5	97
horrify	3	0.20560521295131154	2	0.5508508019223339	1	809
rad	3	0.08820406024639509	2	1.0	2	646
hammer	13	0.2778511127355091	6	0.49561566013514025	10	67
flourish	8	0.3240635189577424	3	0.4149788433167211	8	170
terry	4	0.1355498096898915	1	0.6446131149897751	2	258
insurer	7	0.1637300842348734	3	0.4576282251776182	1	508
coast	16	0.2235877894369925	3	0.5359363144506216	5	1074
go	581	0.2528906542549972	71	0.38737627145828607	35	65
ideologue	3	0.089211509730729	2	0.7451947801012593	1	41
ago	70	0.20332711434599957	11	0.366112672198259	2	245
describe	43	0.27714945917330364	10	0.40489594429571363	4	243837
hungry	6	0.1627071577909838	3	0.4944361612675354	2	14055
problems	6	0.1406240515629543	3	0.5085871911020475	3	22026
arm	401	0.25189733462867875	71	0.3917262861292536	8	3675
unusual	27	0.27299409070146435	7	0.4474162376806355	3	131
screw	9	0.18817289684541505	5	0.4937171584082653	10	3841
contribution	10	0.23480867237883576	3	0.5751219426291222	5	19422
rush	22	0.316003919431262	5	0.41513116680677614	16	789
dither	3	0.090895809059013	2	0.5654187213122142	3	211
genius	16	0.2237502340486616	4	0.4837025008464108	5	27073
excess	12	0.29764344748779953	5	0.5832648716688449	5	2446
opened	31	0.2866733082467074	7	0.4753717812817599	14	536557
anonymity	8	0.12830739104351627	4	0.5076690472522495	1	299
seventy	9	0.17302744404444667	4	0.6488672186682813	2	5204
counter	32	0.3369413725215764	8	0.46127979709547307	13	920
gloucestershire	3	0.1587812975506916	2	0.6263967113254257	1	25044
break	85	0.29057672537516505	15	0.3968977743145874	75	20889
eschew	3	0.010571496149396528	2	1.0	1	202
dissipate	3	0.21259485207295548	2	0.5892364165437317	4	13251
jerry	5	0.17333577546889287	1	0.5609937636560783	1	89
locals	3	0.18407765113838337	2	0.5739466652423982	2	209
krasner	3	0.09595421971005014	2	0.6257432999782154	1	821
conveniently	4	0.13818655451048986	2	0.8890047215563888	1	3464
rough	25	0.3445753855340831	6	0.4173826308662711	18	24177
recovery	9	0.2013959875263715	3	0.42113880531182235	3	15417
actual	87	0.3915825977919752	17	0.41617529909937717	5	283163
formulate	4	0.20032373515943822	2	0.5491002087860091	4	204
goodness	4	0.11150472109764278	2	0.5843580055171778	2	1674
ski	3	0.17891996673499677	2	0.6610132649058327	2	39
amnesty	25	0.19422201592663463	8	0.4455103026105154	4	7505
frame	25	0.31844421358007224	6	0.4403447826737609	17	583
delicacy	3	0.1532189071488168	2	0.6628770087312488	7	148
screen	36	0.28900651879346034	8	0.3992205613883013	16	34760
appoint	16	0.3053583519170435	4	0.4476406395145055	3	297
further	61	0.33714105142729445	11	0.4509136645298016	11	296
efficiency	15	0.25630567651541303	4	0.4083215293587472	2	84
dissolution	3	0.10079143174899503	2	0.7054233040537927	5	5068
administrator	4	0.18700060850653438	2	0.493357981701275	3	18777
kremlin	3	0.16842154607577278	2	0.725142751559931	2	118
humanity	14	0.19911662429598515	5	0.5094060343703882	3	33930
waugh	3	0.11270969168443827	2	0.7177623302928927	1	7263
backyard	4	0.14939739071751953	2	0.5350819684172343	1	3086
bush	27	0.2108756690992694	8	0.42876186465947635	9	81
acrimony	4	0.0919539274901765	2	0.5346871246898529	1	74
sole	18	0.3234521137093395	4	0.5168306281629167	7	1085
beneficiary	3	0.10920271296038142	2	0.6681851212284892	3	620
example	201	0.24450889082506405	34	0.4262595643760879	6	607
closer	18	0.2641121723125865	5	0.4667901658901265	18	9203
aids	4	0.19600475707678092	2	0.5432480032840965	7	243
gregory	4	0.15764790997479808	2	0.5627250712565236	6	45
brick	10	0.24235824485874682	3	0.4475307048810064	2	32
grown	4	0.20150252752393352	2	0.5897334534114455	11	13227
distribution	13	0.24937921864359966	5	0.5200166100360667	4	39829
queue	9	0.22830139720904283	2	0.4399234378121815	4	181
derby	6	0.24056629172748953	3	0.5208200055869975	1	12701
deposit	17	0.26165281985394984	5	0.4301108105638285	12	5286
mason	6	0.16977834639910958	2	0.7191679183472633	5	78667
nuisance	4	0.09207538849859292	2	0.6944257439504411	2	108
subordinate	6	0.2724326882508566	3	0.579217831556133	7	1984
westminster	20	0.24958554087321133	8	0.5323626686869287	1	52642
petition	6	0.21074938395264206	3	0.5728775350320284	3	62118
uniform	27	0.25001938433429644	8	0.5237306240389306	6	1819
tea	17	0.19943388951880658	3	0.41313586915275746	5	478
summary	4	0.1934038403259924	2	0.49532231743641986	3	19938
fortune	9	0.20389754026592877	3	0.5763921653937941	4	100
boat	13	0.21633403665198792	5	0.4729403949287977	3	1325
free	132	0.31479911934261556	23	0.3990161989790528	22	1392
mozart	5	0.11019894820013099	2	0.594231199718237	2	28099
bracket	3	0.09775570938877547	2	0.7663314440402613	7	5109
parks	3	0.042626951950952785	2	0.7753957060059963	9	1574
initiative	11	0.23727837415014427	3	0.575945459100827	3	128247
hymn	4	0.15784231448340297	2	0.694629841093168	3	13651
ethnic	8	0.24577094304399014	3	0.4759828528476961	3	18382
possession	15	0.22738727954200286	6	0.44679459871500793	7	3944
distributor	3	0.11939171046404091	2	0.7421746931070365	4	4122
translate	14	0.23189198127482658	5	0.42708108197040867	10	307
heaven	5	0.16066428375481184	3	0.4998442128605529	2	75082
gravel	3	0.08815767464962225	2	0.6355028320451479	4	5258
maturity	3	0.15368170099490752	2	0.7015315293705378	3	1186
choir	7	0.16344783696917423	4	0.46050009482712584	4	33200
vast	21	0.25369167041219376	3	0.5249539776972358	1	62258
symbolise	3	0.16912123307687768	2	0.7441542033673783	2	6136
mixture	13	0.19364111681983692	4	0.5492946213795479	5	373
sound	108	0.3133200984818661	20	0.3873976323158883	24	234
amend	6	0.14617824807413535	4	0.5884639428540837	3	1754
intermediary	10	0.18600276151209905	3	0.5598711310591808	1	715
barrister	7	0.18339166947861835	2	0.4690898991131268	1	2302
reel	7	0.2311537494336049	3	0.49506058461121655	9	11168
addition	30	0.2179401707979286	6	0.4415485605174956	6	2363
adult	24	0.27994206131992744	3	0.4289735300524076	4	54
expose	19	0.31729353698382345	6	0.40162717233069284	10	31
kabul	5	0.17285457755640443	3	0.7071270160915073	1	1821
confirm	19	0.29728330737963765	5	0.46946362771661954	5	384
recruit	11	0.27380913345602864	4	0.4839205743903777	5	6991
delegate	29	0.241958094015954	11	0.47289301556502034	3	7161
sometimes	82	0.32847803848379037	18	0.38789813245952814	1	330005
legitimate	9	0.29743139481934144	2	0.5622564403450737	7	472
patiently	3	0.160535836261367	2	0.6437366384498416	1	1118
cashier	3	0.05290127377649079	2	0.8296103206129924	4	1078
dryden	3	0.08991286357155677	2	0.6980672700262107	1	7202
acidic	5	0.14217471847636404	2	0.7389150913965563	2	288
faber	5	0.18361600903511108	2	0.5464778422286672	1	145
subsidise	4	0.1500328048236964	2	0.6491546485393966	2	41
linear	7	0.17291714327360616	3	0.500490894929751	5	110
dispatch	4	0.22278054333237826	2	0.7864963990238037	9	6517
investments	3	0.1620915388502364	2	0.545655002194952	6	11774
denunciation	3	0.0689118691553799	2	0.6918308916108754	1	2366
militant	5	0.24049194628584997	1	0.5079027568864127	4	3731
holland	15	0.2735264203945643	3	0.5299526467794519	1	35
changing	6	0.21154047629778683	3	0.5464366197355567	11	15635
sift	3	0.17174821785779873	2	0.5694699088877218	4	58
dismal	4	0.2188181902373728	2	0.4190753781791726	1	927
hurry	7	0.21665429246789117	3	0.4038730204946162	6	128
ribbon	5	0.17151830159582576	3	0.6676492042510604	4	20660
arena	8	0.21002059023508796	3	0.6203936934712098	4	30
stiff	7	0.225315466463109	3	0.4532253716729897	11	3489
gandhi	5	0.10167147546570292	2	0.6041085054946658	2	55
page	135	0.3222781708849081	20	0.3955703990416594	9	433
trouser	5	0.13401481889504835	2	0.6039750585306899	2	630
resolve	21	0.24487309205830315	5	0.484607650447839	9	43
howe	8	0.2210718135567194	3	0.49696747847621875	4	79
radio	48	0.26446357800372833	12	0.3911256764619518	5	986
