Word	Frequency	Diversity	Clusters	Density	Synsets	WikiFreq
evaluation	8	0.16118567682748958	2	0.5539028878388834	2	644
gasp	3	0.10403808850717695	2	0.5690389245166787	2	70
tempt	12	0.2379445950656179	3	0.4584114190204614	6	752
crease	3	0.12897574469039988	2	0.6614555211534257	7	540
gloomy	5	0.20707937433859508	2	0.509559190913994	3	2787
retired	5	0.19165280610218444	3	0.47791744523773316	12	45
wartime	6	0.24404343992951535	3	0.5269698379181906	1	4540
flexibility	11	0.1827356917737906	4	0.5088519231442622	3	673
saloon	9	0.24452400702589694	3	0.5417783015565062	3	5587
entertain	7	0.25827877217494505	3	0.44015401271199095	3	2888
primarily	18	0.33197676335352005	7	0.45766499800442945	2	4088
wilson	22	0.26456156380838686	3	0.3490929218591259	11	239331
sikh	4	0.15272387759840256	2	0.6466945679587698	2	142
carry	102	0.31789392987441056	15	0.42614674913018696	41	517581
sensibility	8	0.13894008482365422	2	0.59121975548987	3	1478
weaken	4	0.2444672219371262	2	0.6571319258146114	5	582
failure	44	0.22923724368835838	8	0.4693851720200188	7	9776
invisible	11	0.2306739588526838	4	0.4727957255976606	2	683
terrorism	5	0.17640719265663324	2	0.539551359104688	1	12024
modify	6	0.2914474882895441	2	0.627539323593372	3	593
shape	63	0.2796733688583841	11	0.4473835565883492	11	502
directness	4	0.09912312915511673	2	0.7722721454345038	2	699
essence	11	0.2526967943186843	3	0.44968626421993707	4	167
fizzy	4	0.1318833452548612	2	0.5759607487708502	1	300
usually	87	0.35577829652376103	14	0.398380377635163	1	402360
embassy	21	0.17312446739416695	5	0.49976269818892344	2	45905
layer	20	0.23602101283337498	6	0.5629587123073279	6	7341
respect	57	0.2707517768132765	8	0.4415793682332069	9	801
sink	11	0.2518142043945405	4	0.4560565622527328	13	411
reckon	8	0.22629665840993052	2	0.48303786383179564	6	1058
respective	11	0.3907994766704716	4	0.5767409783873817	1	478
slide	16	0.2908803697785032	6	0.4687237780025858	10	4000
muscular	5	0.17978194786963847	2	0.6820467829757368	4	10873
tho	27	0.2167265831616835	8	0.35907991359373026	1	8219
10th	3	0.003316976003584715	2	1.0	1	27521
organic	9	0.22127798485314248	2	0.4149974315204644	7	11789
offering	3	0.19571696565309735	2	0.6101349987998964	17	315
beware	3	0.15789427755731048	2	0.5931947893782632	1	809
chen	11	0.10383075013447979	4	0.77047257966535	1	5621
delightful	4	0.10809506664815025	2	0.7722159462629908	1	4024
banker	13	0.2148473236226733	5	0.4625898961914461	2	8452
riddle	3	0.09100667938892411	2	0.7124869740800723	8	5820
upstream	5	0.15169572001520668	3	0.668737464920983	2	1702
nationwide	5	0.32626872021736386	2	0.5551297042734289	2	12482
deterrent	3	0.08621891595364377	2	0.5968712299513581	2	236
star	46	0.2827608530130297	11	0.3925725865244845	12	450
disturb	17	0.28303695369205994	4	0.4427819775818157	5	41
distance	27	0.24313036950572098	8	0.49604305197245324	8	1340
metre	13	0.23492757954438115	3	0.3972156259672239	3	2760
autobiography	7	0.15699335749375098	2	0.5598358536215505	1	39738
override	3	0.1880144893496607	2	0.5968822869900523	6	273
provision	19	0.22178657717964892	5	0.5630819043844915	5	217
mockery	3	0.10274253134043394	2	0.7085289468900442	3	228
sincere	4	0.15302489256989293	2	0.5031637639498875	2	32
significance	26	0.2202818989844086	6	0.4725367532276334	3	68398
courtier	6	0.1601486901941989	3	0.7369656143077506	1	613
wisdom	14	0.20526303773521	5	0.460100910212218	5	38
slower	3	0.08464679888216516	2	0.8154696721683931	7	78
appro	20	0.2931963350992978	5	0.46920845805841926	1	69
soft	40	0.28442733779055107	8	0.3766929647153574	20	75
angus	11	0.16902857096316368	3	0.37743832622615686	2	45
statute	5	0.09840641523916316	3	0.5984453469250337	2	14303
invent	16	0.2955446816091863	4	0.4046060647183002	2	3230
shiver	4	0.18829715827272045	2	0.8056980287356765	4	1101
remain	143	0.3220643221381558	27	0.42178227073545	4	3455
bastard	3	0.11649589558552602	2	0.612878037721242	4	511
forefront	6	0.1782341402990539	3	0.6586911451220421	2	229
crane	5	0.21357739768753053	3	0.8550703176342371	6	18107
life	283	0.25602364664553623	39	0.4170597002358772	14	537
influx	7	0.140081296430702	4	0.6331424999192338	1	192
parlour	4	0.09886919549771417	2	0.7061044232730449	2	1403
outwards	10	0.11973759775093162	3	0.6412323657748544	1	3689
fly	46	0.25058611668227015	12	0.40598057340653504	20	600
cas	41	0.21184629702694802	10	0.5193498753703504	2	483
participation	9	0.20464149986668956	3	0.539980872197859	2	9104
chancery	3	0.02465885060885553	2	0.7887236612087748	2	1887
spencer	7	0.21008488584083373	2	0.5579013643332903	1	73851
defence	64	0.27014702144888403	14	0.43735217986962477	11	36
discontent	3	0.1243791785658473	2	0.5249713145156508	3	1359
ba	4	0.22828437911784208	2	0.5446851461798853	2	6010
po	7	0.23094125029040535	2	0.4714038955030364	4	511
thesis	7	0.12954619154932576	3	0.5630899285740748	2	3604
network	25	0.29546368931790395	6	0.4649592817710963	6	3643
lend	23	0.27742195926882846	6	0.5736269589935751	3	2917
rethink	3	0.16548466279292337	2	0.6046392370046964	2	2323
revel	3	0.15608345731029416	2	0.5395305100401331	3	1532
awaken	4	0.22357699288450256	2	0.5079272363436713	3	4802
petrol	13	0.16694875782610744	4	0.47303372738257937	1	15800
pace	24	0.2509347855234831	6	0.46482807837577267	10	716
ignore	35	0.24715657695728704	6	0.3755384572352727	5	46
manifest	5	0.17574859765702763	2	0.5908996681756434	5	723
remainder	9	0.22000472296455997	2	0.5244945522228436	5	1318
reconciliation	4	0.14931518724528403	2	0.6832379123037906	2	6163
red	51	0.29693437365587233	10	0.42241414647537556	7	494
revolution	20	0.19172594452004682	6	0.5143470749972991	3	4235
korean	5	0.1820412645213674	3	0.45969584037472777	3	134
waste	52	0.2674085808218017	9	0.4254865964058292	16	204
seriousness	3	0.025639839369565414	2	0.9474961691123645	3	66
kaufman	5	0.07255688685235132	2	0.8651142585244949	1	12668
aspect	70	0.20242030651178058	13	0.4599650688663223	5	150286
aesthetic	22	0.19226571699532571	5	0.41825467122543375	4	28070
footnote	4	0.17425743591361556	2	0.6139591131892388	2	1282
capitalist	9	0.15169554539697638	2	0.5317959931694778	4	1595
reforms	7	0.15681927076652588	2	0.5433097241346483	9	24581
reveal	60	0.285970841078955	10	0.4519801011241392	3	4119
election	131	0.20944768249518217	25	0.4626448706462899	4	78
count	25	0.2711854651324377	9	0.407145337007266	12	716
bragg	3	0.13602899984569625	2	0.7195074826933806	1	11138
play	234	0.3389945813822923	33	0.4021899987497021	52	265
blank	10	0.2851468145046302	3	0.4414931391404241	8	30206
religion	21	0.19225548182717528	6	0.47834986867372387	2	47980
fore	3	0.14119248703159462	2	0.7834931583612033	3	47
hide	36	0.28676112988515573	9	0.4235706448788243	6	350
hail	8	0.27188183633863755	3	0.5614153693894832	8	8829
unintelligent	3	0.11488269253678333	2	0.7472510913208689	1	652
gradually	20	0.30175744233681423	5	0.4080475060966657	1	4277
hint	19	0.2123093418718258	3	0.4293831036117378	6	65
ups	9	0.1886666039039643	2	0.45068940433634946	1	961
closure	10	0.19538063128856367	2	0.5835916278955636	8	4224
essentially	17	0.30661562210247406	5	0.4784382819121333	1	3706
aggressive	13	0.2716351665986227	4	0.5213788071307394	3	1613
complication	4	0.11801426733287754	2	0.7994733065093037	5	2027
existent	3	0.25592279167971504	2	0.5463620603888626	3	62
weird	4	0.1890827872838789	2	0.6240557815841383	3	7808
draft	17	0.2883040568681101	4	0.46042770833460195	14	3842
tunics	4	0.08019481814653476	2	0.829643182347199	2	811
belong	35	0.2535218559307244	6	0.4864079049067966	6	548
open	150	0.343940222831751	24	0.44730256065626584	36	147263
referendum	7	0.12648072156726473	3	0.6173522133508187	1	3854
utility	8	0.263026574444309	2	0.4066642073560367	8	138
ponder	6	0.1724008484545391	3	0.5764954136167683	1	2701
guess	4	0.15380629618728245	2	0.5770014523382531	6	20590
hart	4	0.1614422905829008	2	0.6164121213436697	3	798
karate	3	0.09946566216196095	2	0.6105350052498832	1	6442
underwriter	3	0.13993147238573767	2	0.655058531717366	3	584
patron	3	0.16242338142685178	2	0.6515328312482652	3	6458
airline	10	0.19052442092114047	3	0.5792866637278471	2	108
embarrass	9	0.24382497613113074	3	0.37215493531952876	2	355
ranger	4	0.15523503459716395	2	0.6147297085911844	3	37
courtyard	3	0.1335460164162777	2	0.6998917854662166	1	2949
underlie	12	0.26692032454648323	4	0.5370883500137223	2	37786
quotation	4	0.13907982921057702	1	0.5531404861301316	4	1519
concurrence	3	0.017412472683484892	2	0.8800600061325521	4	228
bitter	15	0.25070403207568037	6	0.4498091191091092	12	33
luanda	4	0.1347410257896216	2	0.828130748658172	1	5096
suit	48	0.28756040662557253	9	0.3736485423275745	10	2024
dimension	26	0.2161534386513346	8	0.4992168226577105	6	6440
sections	10	0.27751937161146994	3	0.5252017729337596	15	40341
melt	3	0.19391827423583288	2	0.557969992777088	7	1386
laboratory	10	0.23742412050999065	4	0.5285894894965818	2	64021
gap	23	0.20098114921851631	6	0.49592427816754997	7	37
upside	4	0.13688234353755252	2	0.6196684861841497	1	2813
withheld	5	0.23794897702381995	2	0.6229862109269491	2	55
outrage	5	0.13359146965424012	3	0.6098316483242204	7	137
burden	10	0.23043689013489396	3	0.5608343591623935	6	319
halo	3	0.17813138144486632	2	0.7748952373499355	3	4821
commence	4	0.18655585059222882	2	0.6451061156983895	3	1004
optimistic	9	0.19987930133026027	3	0.5333384685265069	2	416
intentional	3	0.17024857577150143	2	0.6518313333767227	2	10341
extravagant	4	0.1480783390196548	2	0.5480831618704649	2	281
ludicrous	5	0.23705511085925163	2	0.5138727178851463	2	1536
oslo	4	0.17524550479586326	2	0.6409770690770137	1	50601
supper	7	0.14669949892246073	4	0.504368194829187	2	93
sum	31	0.2758649553926453	7	0.41585800894346575	8	1037
fetter	6	0.17726174686002652	3	0.632528354729464	2	814
rage	5	0.17046421425883365	2	0.5111036166329099	8	580
secrecy	6	0.16244823941773348	3	0.5197141709857926	2	1137
magnitude	5	0.15615702493792233	3	0.781527252648288	3	1001
applicable	3	0.1850586583755864	2	0.6373847206808446	1	21783
spontaneous	9	0.29570117058120104	4	0.4273155827876864	2	1536
music	176	0.2563600971383441	39	0.4237959802929363	5	150
stir	9	0.2520291283003475	3	0.5723918028528691	11	13671
tour	24	0.2679213070540159	4	0.43661139526993126	4	165
murray	5	0.23405100287393416	3	0.48724122084276716	3	120407
term	162	0.30162810749966706	28	0.4322882459724	8	155
borrowing	9	0.1561000269853559	3	0.4613626321563358	4	80
jointly	5	0.22990523236647809	3	0.7902243273925927	2	832
cambridge	11	0.18381037253008348	4	0.4621472597372559	3	9651
chronicle	4	0.21701438796335487	2	0.6604368702936004	2	34
nobel	5	0.11630790355878289	2	0.6128637407575929	1	202
tear	26	0.2571074919410271	6	0.33089444142889385	9	68
preconceive	4	0.11122233233413653	2	0.6808352927320866	1	813
irredeemable	3	0.10519320600916038	2	0.6990246338585724	2	125
constituency	30	0.20334253066361765	8	0.48407529345915157	1	26333
moving	12	0.2549794446247578	3	0.4612093833293333	19	12704
refute	3	0.13886895579743788	2	0.5387263426133514	2	68
fiction	14	0.17678994763557537	3	0.4782599268820811	2	55481
harassment	6	0.15195231367594966	3	0.619841679790728	2	1170
stake	18	0.18756892678811876	6	0.463827677253561	10	31039
redemption	3	0.14825988416715571	2	0.5625570932973992	3	6530
precedent	11	0.1751351840731816	4	0.5410294929136952	5	627
paddock	15	0.12847329927387774	6	0.6662655606241973	1	2595
butterfly	7	0.19161555265203511	3	0.4661682768413238	5	31
denmark	5	0.2285290517942476	3	0.613779874185927	1	76
japanese	29	0.2945453088320801	8	0.45141465988523105	3	328203
pursuit	6	0.1742347768896697	3	0.7311726026573293	4	544
lunch	7	0.15150911212305154	2	0.4102106293819787	3	201
cousin	6	0.18960530930544503	3	0.41210334527990455	1	15688
solomon	3	0.15281052807422377	2	0.5147794668617232	1	56708
morality	13	0.17669285892808742	4	0.5299522327319507	2	2851
interrogation	4	0.15644101257339266	2	0.6001401669487039	4	1289
laughter	10	0.13720307649758082	3	0.44748552218506377	2	9446
homework	4	0.1343332242479564	2	0.552266105335766	1	3793
copyright	4	0.19469376075566705	2	0.5910891233586457	2	50675
microchip	4	0.16659114468775926	2	0.8045121898750629	1	749
bowl	7	0.2180246100160438	3	0.48076167807639675	12	21730
cheer	10	0.21539955761291907	3	0.4892986040315637	7	2189
mill	15	0.25561438830685884	5	0.44929711484696855	9	114
buyer	7	0.17997548257727433	3	0.5674502297553752	1	2946
fraternity	4	0.13224374597469013	2	0.539845496545917	2	7027
bristle	8	0.14326399064857276	3	0.44048062024076506	6	240
lightweight	3	0.1240622504952306	2	0.7561085153629651	6	32
peak	16	0.3133524413148343	4	0.42838059662837835	8	240148
instinct	10	0.15510501691804085	2	0.49482605754598685	2	488
television	151	0.2422415315097457	31	0.3815823176793696	3	315
swan	14	0.20277335613624983	5	0.5464649237938524	4	7740
lawyer	39	0.250702360684449	1	0.4773936593734478	1	1206
monograph	15	0.17132084077089346	6	0.514446205369714	1	5582
somewhere	24	0.18969504692994246	7	0.3843281104237443	2	28559
fall	112	0.2942384638860664	19	0.3742292283114081	44	103172
worth	43	0.2769920430446717	7	0.4686852243296036	5	447
refurbish	3	0.19294971288424742	2	0.6881818491969527	1	383
ancient	20	0.276767384084665	5	0.5454575965772956	4	2413
frog	10	0.1703035140522878	5	0.45521494745588253	4	207
chisel	10	0.1423840618709408	5	0.45522791722498235	4	1163
especially	100	0.3458273903158332	14	0.3769341741705905	2	311934
obvious	49	0.28283683532902854	11	0.41568227088660237	1	32993
stud	3	0.16655760812900075	2	0.6496872364162418	7	10517
out	747	0.3044188206114494	91	0.41330185638884426	17	943
convey	29	0.2229960296476467	8	0.4637065832786942	7	395
jaw	3	0.16478038793316882	2	0.4933210223485023	7	8218
station	39	0.2690910129144958	8	0.42612430455801903	6	687
pot	14	0.2864841283829166	5	0.48629459889324816	10	79
pro	34	0.26525153214807423	8	0.4334462092961613	4	66
dream	21	0.2189699861217193	5	0.41836341280632755	8	84
autobiographical	4	0.1839294389646651	2	0.5393223453058438	2	1090
budapest	3	0.15338470011954383	2	0.7417337353470895	1	29662
law	128	0.2507704231602752	20	0.4201504146451316	7	35044
meme	4	0.02296658444193539	2	0.924271725188867	1	52
contrary	20	0.24796705264537114	4	0.5082120411133242	7	31280
option	26	0.24144062416234124	8	0.40631436439755914	3	135
caravan	3	0.1361147699434965	2	0.7527478057213497	3	7967
identical	13	0.25141777592426406	6	0.46930006352334136	5	58304
resemblance	4	0.09100208871091395	2	0.5799049930624032	1	271
neat	15	0.2942609026990261	5	0.40660927328535196	6	46
smooth	17	0.3166639965681964	3	0.43445006888601256	12	128
novels	5	0.13898403696889197	2	0.5687403679171382	2	38703
gibbon	9	0.23258934466743975	4	0.48970068576452197	2	1719
inmate	8	0.14772134090550565	4	0.578131373212223	3	1717
look	339	0.2222082930553118	50	0.3536773973791612	14	149
electorate	19	0.17104086098736784	7	0.6039215252498009	1	6067
supportive	4	0.22507987599859863	2	0.560010930861582	1	713
elderly	9	0.23439867823112293	4	0.428813600190069	2	24652
incline	4	0.15263310536581123	2	0.6198517624573918	8	1846
merit	17	0.2768759466896979	2	0.4481762702710948	3	202
fundamental	33	0.2640845205583045	9	0.47253981348597573	5	3172
greet	11	0.23594174979108012	4	0.5188107422009343	4	950
brew	13	0.27018433440137574	4	0.49191774437047747	3	13283
ingenuity	3	0.11045904626314156	2	0.622584810869031	2	476
artistic	18	0.23424274672855352	6	0.4365659450685224	3	22258
manufacturer	31	0.24543781491018932	10	0.4124388991455511	2	21852
flop	4	0.17296973604375981	2	0.5540559653001219	9	31
antagonism	3	0.12086668036486747	2	0.6392847469111013	4	194
theatrical	15	0.19268935883433358	6	0.5307537413023476	3	358
grandeur	3	0.11158920862233968	2	0.8307717882361453	2	916
strauss	3	0.06689690665071846	2	0.8159245193505031	3	19661
authentic	3	0.1845026644711313	2	0.5773102774610079	2	3052
delay	23	0.26462291814450645	5	0.4761298142135958	6	1445
conviction	19	0.18033575162008553	7	0.46318054729081104	2	40209
competition	48	0.27115572784275827	11	0.5132966864379707	4	5193
backwards	8	0.18110303489119783	4	0.5129610409286794	2	11212
less	209	0.28111099139484946	33	0.38290085159823417	6	364670
area	175	0.2844078856009533	27	0.4299069986817131	6	90
sign	77	0.33120394644938017	12	0.3929782254772994	20	798209
ambiguity	6	0.13451930566437256	2	0.5223912590997326	2	854
oh	27	0.18263757773947326	8	0.31178651354020614	1	141
combined	4	0.20575045822285526	2	0.7082851525598535	8	1492
consultation	18	0.18192381084852574	6	0.526792103784434	3	2489
technology	40	0.28164211771080583	7	0.40190601474465854	2	156
necessity	12	0.2126269305388748	2	0.5433482932152365	2	2177
brisk	5	0.2325833626562984	2	0.5154810895458042	4	587
intermediate	3	0.21012924368390515	2	0.5232616568181299	4	24003
emotion	31	0.16864655668947487	7	0.5932050881227297	1	7056
chainsaw	6	0.05963472403422252	2	0.9999920266496497	1	1881
production	72	0.2899186507777976	16	0.4297883795183285	8	92
critique	8	0.1547152733895944	2	0.6148938305507458	3	5507
journalism	10	0.19481354300934656	1	0.47937020201746144	2	23990
lesbian	4	0.18984853627343568	2	0.4873969166403195	3	14440
advice	52	0.21205236360776783	16	0.36655282700150243	1	69
behaviourist	5	0.09401814246833358	2	0.7033014085348355	2	120
judge	52	0.25752650758724915	10	0.44911798554216464	7	66
quiet	22	0.2821400906376359	5	0.4265893127033065	13	41659
copy	58	0.2572279653751208	11	0.41702167433699583	8	31
sixty	14	0.24936583102893817	8	0.5572402002702522	2	2909
historical	51	0.2770290680114869	10	0.4734448668650811	4	446705
twist	16	0.2580932265051772	5	0.43345848415590466	23	3086
taylor	12	0.2765880146758175	4	0.4174649049051014	3	47
owner	45	0.24045567333541926	8	0.4536606334022176	2	10582
impartiality	7	0.13117099737889645	4	0.571069392592108	1	77
giotto	5	0.13040546753769738	2	0.5924007614969298	1	1535
mini	6	0.23654704556944592	3	0.5539988173066385	2	13135
hang	27	0.2056619295491793	6	0.5019784165297413	18	936
agriculture	9	0.28172999481489663	3	0.5050129065720828	4	136756
basic	56	0.3243642039961407	12	0.40889858946973495	6	143
probation	3	0.08700977980416136	2	1.0	3	2443
decisive	17	0.29067617012455776	5	0.3906467700636741	4	1188
bait	4	0.16273546674475223	2	0.6446557702562081	5	209
sophisticate	15	0.2872292106919893	4	0.3949088789343843	5	1057
singe	4	0.18858422274817993	2	0.5298404230334992	3	551
narrative	13	0.20181380838627933	4	0.4963025481810184	2	13339
laugh	15	0.1641204389941894	6	0.36985136305855054	4	2805
statue	11	0.18980891807052458	6	0.5637270715354955	1	18040
whitehall	9	0.2607582670113256	4	0.5059955037719852	2	8094
remove	54	0.3198959112930971	11	0.48381861098027923	9	193
acceleration	3	0.1729028725356344	2	0.7081251747426811	3	1948
sadly	11	0.260872358229159	1	0.413360237686162	3	303
occupational	17	0.21229001688957364	6	0.40876083581180794	1	8751
scanner	4	0.11578991552946696	2	0.5457404997865576	4	1625
wedding	10	0.13969818826198402	4	0.4729406595401212	5	9785
mode	38	0.24692745523303894	9	0.4649326424048317	6	34
obsolete	3	0.20967955314000042	2	0.6242439990827444	1	1150
maintenance	7	0.1819666357273301	2	0.6490520866136184	5	16597
rowan	5	0.24810430938716393	2	0.50055561828521	1	539
ethical	8	0.19161820821274334	3	0.5314983463562105	3	6297
lay	26	0.2803871694937726	7	0.38969004707236343	16	665
homelessness	3	0.1463970727619417	2	0.7956529210539834	1	1355
database	6	0.18774594038778095	3	0.42959523677612127	1	3385
magazine	47	0.24994212974594374	12	0.38879757747744503	6	277
thick	28	0.24557424832575023	6	0.417149742372321	13	2741
preserve	32	0.3148397674096167	9	0.4695706666355477	9	3381
moreover	27	0.25615732345712067	6	0.3880769365600671	1	4676
responsibility	38	0.21586366413851016	8	0.4575001137309076	3	124182
cornered	3	0.04446651234993678	2	0.7392178493254745	4	336
chef	7	0.18384530951030656	2	0.6618559344946491	1	2227
ecstasy	3	0.10071757310476319	2	0.573113368988709	3	2740
uncertain	6	0.20096559454959181	3	0.5430380176740207	7	1905
leading	3	0.21350623444647968	2	0.5297995934620666	20	3366
relaxation	7	0.19356924502124803	3	0.5623808931350753	7	794
supposed	19	0.3981070694416905	4	0.5449883042599162	9	1238
experienced	4	0.17492814262024856	2	0.5286418059376843	6	10366
divide	35	0.2668819625887284	10	0.48354607652602005	8	10248
immediate	29	0.3007156359847862	8	0.43173650200021846	5	70283
friendly	13	0.2981934119064187	3	0.5157805093074153	5	379
crash	18	0.2338562232330924	4	0.39543212820112533	18	474
dust	16	0.2173373001219739	2	0.6303485749677957	7	201
temporary	8	0.31398177628791535	2	0.5080263437729654	3	18004
style	151	0.28816268769790226	24	0.41870735828965766	12	33552
fantasy	8	0.18662281217703508	4	0.5450193698817387	4	71
confident	15	0.18677031928517351	4	0.5299840809361805	3	14481
ex	18	0.30180002737115785	6	0.41425730561934143	4	139
ritual	18	0.2727802683097191	6	0.4391124403091333	5	1926
safer	8	0.22530055605853366	3	0.5648278857771756	4	158
tooth	18	0.2098602761335703	5	0.40217364770171116	5	2854
scorn	7	0.1961090770663614	2	0.49757618586953956	4	213
spaciousness	3	0.11480679270757525	2	0.7555776315633097	1	222
harder	10	0.1964749746008796	4	0.48344202616018045	22	94
trolley	3	0.11756728642649712	2	0.5996531574617396	1	4580
intelligent	14	0.25520003777654976	5	0.4231927424641896	4	7438
jacket	7	0.13161591443097814	2	0.5460766233352197	7	51
police	226	0.23206107355691796	42	0.4478516360232472	2	2165
willing	9	0.2841278485460632	4	0.37339511289642685	6	60
tempo	3	0.09324432107446672	2	0.5850798981879111	2	6608
peg	4	0.22919627189971242	2	0.6187497262852106	10	873
foundation	18	0.26226327714556197	5	0.38357515570698936	7	425
enterprise	17	0.2538064088466147	2	0.4223036610833291	3	23852
resent	3	0.13928871782974583	2	0.5526466409140995	2	69
good	584	0.3265969023399151	91	0.40746910639540923	27	8684
memorable	15	0.2494600982218317	2	0.40449368825438303	1	1797
controversial	8	0.24381616074418705	2	0.4973455917918466	1	1941
gritty	3	0.19539637301529	2	0.6546717484929038	2	1055
bang	8	0.21442869858088176	2	0.5244648467120261	12	107
react	13	0.2186303198254191	4	0.48416233496862415	3	2160
arbitrary	3	0.19209448911680904	2	0.6348448603536857	1	805
sis	4	0.24344564698822163	2	0.5113378705881503	4	224
recreation	3	0.1877896512941546	2	0.5786899202699706	2	30744
feat	3	0.16391137673585301	2	0.564444493471566	1	99
pos	11	0.22700179553214977	5	0.47686975009478927	4	80
tomorrow	14	0.23465055673852628	3	0.4054994471235083	3	537
boost	9	0.2641255857515039	3	0.5175893215358326	8	2131
feeder	3	0.12077231505153052	2	0.49811034818955124	6	1819
dedicate	11	0.3303082872247447	3	0.5290070954645085	4	4950
anger	11	0.25139640581300465	3	0.41009240943195213	5	4250
bank	509	0.24580368277526782	78	0.44997717168536566	18	34
fame	4	0.2253360236950247	2	0.5299974644229878	2	707
conceptual	6	0.2315458850712239	3	0.6030849867228398	1	3158
delivery	11	0.24308028495299291	4	0.5138825836104225	7	1190
mute	4	0.12997591330591096	2	0.5602318346902413	5	12678
scoop	4	0.2381748143188242	2	0.5363317737880166	8	119
presumable	10	0.34184813024480654	5	0.4596247276526334	1	28894
maker	31	0.25784819155131194	9	0.4537958474575339	3	20672
price	115	0.23445797163030868	20	0.39434953348935736	9	5142
bs	21	0.149754256765266	6	0.5869743629275886	8	199
action	160	0.26499787892346216	24	0.4297026211205861	12	49
reject	37	0.2845115009334299	6	0.3991764038890931	8	2998
leisure	12	0.2707961412037189	3	0.3767704578037338	2	12866
indicate	47	0.27691549537571664	11	0.4749182278051601	5	3607
drama	42	0.25511033531190336	9	0.40934109409814773	4	139100
immoral	5	0.1543005045941819	3	0.8084740903621948	2	401
continuity	11	0.20918283919596295	4	0.48337687391405	3	147
destiny	6	0.2198881576250461	2	0.5700559433092759	3	30989
possessed	8	0.16966218986592801	3	0.6240630762465711	5	1217
heighten	4	0.2141346147304558	2	0.8341305243904177	6	8557
ready	37	0.22501303952727633	10	0.4220706639903963	8	82
incredible	4	0.19937863203648207	2	0.5857828322981566	1	2058
applause	4	0.09346608228157002	2	0.746702431375202	1	5449
evolution	8	0.1735317131977891	3	0.5307981183621997	2	45
plaster	12	0.19278403650540707	5	0.3509134701368617	11	120
marginal	6	0.2564688779384819	2	0.6349419155901045	4	9798
stage	139	0.2835377957189962	28	0.43678162044843033	10	11054
harvest	5	0.2034965391362312	3	0.6380620240298376	6	546
bracken	3	0.13662083778603495	2	0.6927241597683044	2	772
cassette	8	0.17646969023746645	5	0.5896388455907476	1	7939
chinese	14	0.26728900393808563	4	0.48220315599740693	4	71
canyon	3	0.1211162659537756	2	0.5381678627325004	1	14483
education	79	0.24628534003247002	16	0.4011880809919202	6	189
hopefully	5	0.20393828077021983	2	0.46104246445628716	2	857
deaths	12	0.19651089645899986	4	0.6095875850545944	8	50539
apple	4	0.16292130087434195	2	0.5164217809239923	2	153
investigative	5	0.17229532723152505	2	0.604408452043844	1	5743
purely	13	0.26210592818965484	5	0.460510699383684	1	22777
lover	12	0.2006104082236524	2	0.526864618515144	3	17082
retain	42	0.31540685513575495	10	0.43388954651042355	4	1654
wholesale	8	0.20022607388602687	3	0.548601553442335	5	3110
insult	6	0.18704405682206135	2	0.5321848152255583	3	1043
interpretation	52	0.18480774900012162	14	0.49690152208051375	4	1735
millionaire	6	0.17682162078207067	3	0.4395425092161448	1	7186
coffee	24	0.2034728903805336	6	0.36955469237934446	4	201
symptoms	7	0.11217207363222807	3	0.5539139051264892	2	4131
slow	33	0.28539248179120075	5	0.40426001861370653	11	419
abound	4	0.18298921298575954	2	0.4909761325832626	2	137
ominously	3	0.10407117224922213	2	0.7318671452186634	1	525
integrity	15	0.14868092576100342	4	0.6072524764669004	2	5826
interim	8	0.1863931060669392	4	0.5462772291742204	2	12115
encase	4	0.0743962563988641	2	0.7772886016340167	1	53
clientele	5	0.17928539535791707	2	0.5235553315241596	1	251
tallis	5	0.19287713028479653	3	0.5771067242973225	2	860
simplify	4	0.26106081923621205	2	0.7236025546785947	1	3660
brickwork	6	0.14455110914917585	2	0.5879298666495159	1	721
mahogany	3	0.17207118034050653	2	0.5304368782955885	3	1817
drawback	3	0.1187450780649995	2	0.4580036703608641	1	242
common	78	0.33432977284057064	16	0.4583706650691935	10	90
eleven	3	0.26157319326250966	2	0.42400889032986644	3	46
inflate	3	0.17662060853269068	2	0.6975095022704481	5	146
inquiry	14	0.16673307497523532	2	0.568429998837236	3	14486
dy	20	0.23117913446858007	6	0.3878530573376906	1	32
cattle	12	0.20726526138060306	5	0.43891083705606593	1	8363
naturalistic	5	0.19971850787603335	3	0.5227757333021477	1	287
stations	14	0.19967808985582197	3	0.5252881434938721	7	110688
statesman	3	0.14025958769404887	2	0.7261656165790801	1	7238
mould	10	0.27402158140001004	3	0.5081471527046926	11	2660
derrida	13	0.13315140942131481	4	0.4592261361065294	1	2904
active	36	0.3422438865869418	9	0.46624937044849185	17	131
proper	35	0.30037100501919395	7	0.47248260380394963	4	36
operation	59	0.26792821049777854	13	0.44635970904674144	11	74194
cook	15	0.3017453777153863	4	0.450328137522908	7	3102
technician	3	0.11496529246632214	2	0.7278123780102922	2	7909
official	78	0.3363158414850533	13	0.42646954287989763	7	1062752
relationship	53	0.22095928693415134	12	0.4378939073091114	4	10313
imminent	3	0.18334034759043338	2	0.6361218350892538	1	315
sally	4	0.1880110277883142	2	0.49794636831022504	3	1185
glasgow	15	0.2119056505830659	5	0.471605116847764	1	47
teach	75	0.2794292508109364	16	0.38848993318081126	3	17199
increase	138	0.30335015765077755	23	0.45849145518436824	7	1131
